#####################################################################
# Alchemist log file - simulation started at: 2023-03-08T22:36+0000 #
#####################################################################
#
# seed = 15
#
# The columns have the following meaning: 
# time distances[min] distances[max] distances[mean] 
0.0 NaN NaN NaN
0.0 NaN NaN NaN
1.0 0.5857768191419487 2.62948000546591 1.5185036958863232
2.0 1.175638106315015 2.5769023848832164 1.5751240959015227
3.0 1.1667135444928138 2.5292981946621778 1.574590597786875
4.0 1.1322835289893654 2.5305286639847457 1.554873011080547
5.0 1.0745678067226314 2.504676264636496 1.537719021606917
6.0 1.0428609655318613 2.479484631478937 1.5159193262221633
7.0 1.0347050911167877 2.4549745899595274 1.496334795055342
8.0 0.9983267879668027 2.399545148899844 1.4741783630612058
9.0 0.9541323985292844 2.399545148899844 1.4540193313937595
10.0 0.9286812924105883 2.3605214451199585 1.4307373028351034
11.0 0.9002988918382439 2.3110839124439666 1.4106661358940977
12.0 0.877393897492442 2.280293699216892 1.3944917807159605
13.0 0.8592657942819077 2.2587783668831074 1.3778233897637435
14.0 0.8329250329428554 2.239075030691508 1.3542253909178725
15.0 0.7938226265121603 2.212012922990292 1.3314154597328556
16.0 0.7582668654703604 2.1676814327954275 1.309779233699654
17.0 0.7099133947960741 2.106719557598072 1.2874371356198846
18.0 0.6818088118876819 2.0616254090742054 1.2653060806927041
19.0 0.6421027777541305 2.0157862135957823 1.243556444590416
20.0 0.6076418011300259 1.9782181882223124 1.2192352456508986
21.0 0.5597355142179727 1.9347103845470688 1.195184107715844
22.0 0.5152192719119867 1.979505249802178 1.1732373349441994
23.0 0.47306935200116856 2.0140155212779964 1.1524249266101583
24.0 0.44366863217420177 2.0696570476035734 1.1348529561537337
25.0 0.42813894503988603 2.082077858527357 1.1139838556120447
26.0 0.4293784676496911 2.0809559375927207 1.0969747627175277
27.0 0.4253919805255461 2.0872034071973085 1.079228354927032
28.0 0.3877680931273604 2.073025741434319 1.0611894062282898
29.0 0.3538002630145563 2.049986431116916 1.0439435189708675
30.0 0.2987983409008901 2.0380682825312206 1.0267608831728938
31.0 0.28609799799436414 2.018188933134463 1.0150947617407178
32.0 0.28296091374395554 1.9811479760650177 1.0066724464139984
33.0 0.30233608603279744 1.9333934236793155 0.9992582718049541
34.0 0.3400613450455753 1.8858089943178875 0.9877995972087984
35.0 0.3357870637995275 1.825246671071667 0.9695598571437128
36.0 0.3057848379280853 1.8048866284271612 0.9533668246398197
37.0 0.31775722582721605 1.7987294276902137 0.9421954545035123
38.0 0.31775722582721605 1.7682338656100751 0.9332468192596792
